creative,uid,length,music0_mturk,music1_mturk,music2_mturk,music3_mturk,music4_mturk,music1_pred,music2_pred,music3_pred,music4_pred
HOUSE/NC08 KISSELL BUY AMERICAN,bKGlJtGvcig,30,0,0,1,0,0,0,1,0,0
HOUSE/NC08 KISSELL BUY AMERICAN,bKGlJtGvcig,30,0,0,1,0,0,0,1,0,0
HOUSE/NC08 KISSELL BUY AMERICAN,bKGlJtGvcig,30,0,0,1,0,0,0,1,0,0
HOUSE/NC08 KISSELL BUY AMERICAN,bKGlJtGvcig,30,0,0,1,0,0,0,1,0,0
HOUSE/ND01 CRAMER COMMON SENSE,xutd8gM_fMw,30,0,0,1,0,0,1,1,0,1
HOUSE/ND01 CRAMER COMMON SENSE,xutd8gM_fMw,30,0,0,1,0,0,1,1,0,1
HOUSE/ND01 CRAMER COMMON SENSE,xutd8gM_fMw,30,0,0,1,0,0,1,1,0,1
HOUSE/ND01 CRAMER COMMON SENSE,xutd8gM_fMw,30,0,0,1,0,0,1,1,0,1
HOUSE/ND01 CRAMER COMMON SENSE,xutd8gM_fMw,30,1,0,0,0,0,1,1,0,1
HOUSE/ND01 CRAMER GRAND FORKS HERALD,cuHYyqDhnjU,30,0,0,1,0,0,1,1,0,1
HOUSE/ND01 CRAMER GRAND FORKS HERALD,cuHYyqDhnjU,30,0,0,1,0,0,1,1,0,1
HOUSE/ND01 CRAMER GRAND FORKS HERALD,cuHYyqDhnjU,30,0,0,1,0,0,1,1,0,1
HOUSE/ND01 CRAMER GRAND FORKS HERALD,cuHYyqDhnjU,30,0,0,1,0,0,1,1,0,1
HOUSE/ND01 CRAMER GRAND FORKS HERALD,cuHYyqDhnjU,30,0,0,1,0,0,1,1,0,1
HOUSE/ND01 CRAMER MY POSITION ON ENERGY,dS96EbMSIqQ,30,0,0,1,0,0,0,1,0,0
HOUSE/ND01 CRAMER MY POSITION ON ENERGY,dS96EbMSIqQ,30,0,0,1,0,0,0,1,0,0
HOUSE/ND01 CRAMER MY POSITION ON ENERGY,dS96EbMSIqQ,30,0,0,1,0,0,0,1,0,0
HOUSE/ND01 CRAMER MY POSITION ON ENERGY,dS96EbMSIqQ,30,0,1,0,0,1,0,1,0,0
HOUSE/ND01 CRAMER MY POSITION ON ENERGY,dS96EbMSIqQ,30,0,0,1,0,0,0,1,0,0
HOUSE/ND01 CRAMER OUR SENIORS,_xhYnAUArXY,30,0,0,1,0,0,0,1,0,0
HOUSE/ND01 CRAMER OUR SENIORS,_xhYnAUArXY,30,0,0,1,0,0,0,1,0,0
HOUSE/ND01 CRAMER OUR SENIORS,_xhYnAUArXY,30,0,0,1,0,0,0,1,0,0
HOUSE/ND01 CRAMER OUR SENIORS,_xhYnAUArXY,30,0,0,1,1,1,0,1,0,0
HOUSE/ND01 CRAMER OUR SENIORS,_xhYnAUArXY,30,0,0,1,0,0,0,1,0,0
HOUSE/ND01 CRAMER OUR VETERANS,TTcKQ3LZtc4,30,0,0,1,0,0,0,1,0,0
HOUSE/ND01 CRAMER OUR VETERANS,TTcKQ3LZtc4,30,0,0,1,0,0,0,1,0,0
HOUSE/ND01 CRAMER OUR VETERANS,TTcKQ3LZtc4,30,0,0,1,0,0,0,1,0,0
HOUSE/ND01 CRAMER OUR VETERANS,TTcKQ3LZtc4,30,0,0,1,0,0,0,1,0,0
HOUSE/ND01 CRAMER OUR VETERANS,TTcKQ3LZtc4,30,0,0,1,0,0,0,1,0,0
HOUSE/ND01 GULLESON&NDDP CRAMER HAULED INTO COURT,_kfA2K5WPNo,30,0,1,0,0,1,1,0,0,1
HOUSE/ND01 GULLESON&NDDP CRAMER HAULED INTO COURT,_kfA2K5WPNo,30,0,1,0,0,1,1,0,0,1
HOUSE/ND01 GULLESON&NDDP CRAMER HAULED INTO COURT,_kfA2K5WPNo,30,0,1,0,0,1,1,0,0,1
HOUSE/ND01 GULLESON&NDDP CRAMER HAULED INTO COURT,_kfA2K5WPNo,30,0,0,0,1,1,1,0,0,1
HOUSE/ND01 GULLESON&NDDP CRAMER HAULED INTO COURT,_kfA2K5WPNo,30,0,1,0,0,1,1,0,0,1
HOUSE/NE02 ASHFORD MY DAD,X98VUvaknww,30,0,0,1,1,1,0,1,1,0
HOUSE/NE02 ASHFORD MY DAD,X98VUvaknww,30,0,0,1,0,0,0,1,1,0
HOUSE/NE02 ASHFORD MY DAD,X98VUvaknww,30,0,0,1,0,0,0,1,1,0
HOUSE/NE02 ASHFORD MY DAD,X98VUvaknww,30,0,0,1,0,0,0,1,1,0
HOUSE/NE02 ASHFORD MY DAD,X98VUvaknww,30,0,1,0,0,1,0,1,1,0
HOUSE/NE02 ASHFORD TERRY WILL SAY ANYTHING,_YouijHqgf8,30,0,0,1,0,0,0,1,0,0
HOUSE/NE02 ASHFORD TERRY WILL SAY ANYTHING,_YouijHqgf8,30,0,0,1,0,0,0,1,0,0
HOUSE/NE02 ASHFORD TERRY WILL SAY ANYTHING,_YouijHqgf8,30,0,1,0,0,1,0,1,0,0
HOUSE/NE02 ASHFORD TERRY WILL SAY ANYTHING,_YouijHqgf8,30,0,0,1,0,0,0,1,0,0
HOUSE/NE02 ASHFORD TERRY WILL SAY ANYTHING,_YouijHqgf8,30,0,1,1,0,1,0,1,0,0
HOUSE/NE02 ASHFORD TIME,J7guAKxp_DU,30,0,0,0,1,1,0,1,0,0
HOUSE/NE02 ASHFORD TIME,J7guAKxp_DU,30,0,0,1,0,0,0,1,0,0
HOUSE/NE02 ASHFORD TIME,J7guAKxp_DU,30,0,1,1,0,1,0,1,0,0
HOUSE/NE02 ASHFORD TIME,J7guAKxp_DU,30,0,0,1,0,0,0,1,0,0
HOUSE/NE02 ASHFORD TIME,J7guAKxp_DU,30,0,0,1,0,0,0,1,0,0
HOUSE/NE02 NRCC&TERRY PASTOR HARRY WALLER,1iJpiKFCurU,30,0,1,0,0,1,0,1,0,0
HOUSE/NE02 NRCC&TERRY PASTOR HARRY WALLER,1iJpiKFCurU,30,0,0,1,0,0,0,1,0,0
HOUSE/NE02 NRCC&TERRY PASTOR HARRY WALLER,1iJpiKFCurU,30,0,0,1,0,0,0,1,0,0
HOUSE/NE02 NRCC&TERRY PASTOR HARRY WALLER,1iJpiKFCurU,30,0,0,1,0,0,0,1,0,0
HOUSE/NE02 NRCC&TERRY PASTOR HARRY WALLER,1iJpiKFCurU,30,0,0,1,0,0,0,1,0,0
HOUSE/NE02 TERRY TIMOTHY F JOHNSON,n6MqAYQVsEc,30,0,0,1,0,0,0,1,1,0
HOUSE/NE02 TERRY TIMOTHY F JOHNSON,n6MqAYQVsEc,30,0,0,1,0,0,0,1,1,0
HOUSE/NE02 TERRY TIMOTHY F JOHNSON,n6MqAYQVsEc,30,0,0,1,0,0,0,1,1,0
HOUSE/NE02 TERRY TIMOTHY F JOHNSON,n6MqAYQVsEc,30,0,0,1,0,0,0,1,1,0
HOUSE/NE02 TERRY TIMOTHY F JOHNSON,n6MqAYQVsEc,30,0,0,1,0,0,0,1,1,0
HOUSE/NH02 BASS AMERICA FACES REAL CHALLENGES,cfbLS-rNAHI,30,0,0,1,0,0,0,1,0,0
HOUSE/NH02 BASS AMERICA FACES REAL CHALLENGES,cfbLS-rNAHI,30,0,0,1,0,0,0,1,0,0
HOUSE/NH02 BASS AMERICA FACES REAL CHALLENGES,cfbLS-rNAHI,30,0,0,1,0,0,0,1,0,0
HOUSE/NH02 BASS AMERICA FACES REAL CHALLENGES,cfbLS-rNAHI,30,0,0,1,0,0,0,1,0,0
HOUSE/NH02 BASS AMERICA FACES REAL CHALLENGES,cfbLS-rNAHI,30,0,1,0,0,1,0,1,0,0
HOUSE/NH02 KUSTER BASS DOESN'T GET IT,fIVGlcpsVxM,30,0,0,0,1,1,1,1,0,1
HOUSE/NH02 KUSTER BASS DOESN'T GET IT,fIVGlcpsVxM,30,0,0,1,1,1,1,1,0,1
HOUSE/NH02 KUSTER BASS DOESN'T GET IT,fIVGlcpsVxM,30,0,1,0,1,1,1,1,0,1
HOUSE/NH02 KUSTER BASS DOESN'T GET IT,fIVGlcpsVxM,30,0,0,0,1,1,1,1,0,1
HOUSE/NH02 KUSTER BASS DOESN'T GET IT,fIVGlcpsVxM,30,0,1,0,0,1,1,1,0,1
HOUSE/NJ01 NORCROSS MOST RESPECTED COMMUNITY LEADERS,6DZxSfFX5Tk,30,0,0,1,0,0,0,1,0,0
HOUSE/NJ01 NORCROSS MOST RESPECTED COMMUNITY LEADERS,6DZxSfFX5Tk,30,0,0,1,0,0,0,1,0,0
HOUSE/NJ01 NORCROSS MOST RESPECTED COMMUNITY LEADERS,6DZxSfFX5Tk,30,0,0,1,0,0,0,1,0,0
HOUSE/NJ01 NORCROSS MOST RESPECTED COMMUNITY LEADERS,6DZxSfFX5Tk,30,0,0,1,0,0,0,1,0,0
HOUSE/NJ01 NORCROSS MOST RESPECTED COMMUNITY LEADERS,6DZxSfFX5Tk,30,0,0,1,0,0,0,1,0,0
HOUSE/NJ01 NORCROSS UP AND DOWN THIS RIVER,0K68tklDqDQ,30,0,0,1,0,0,0,1,0,0
HOUSE/NJ01 NORCROSS UP AND DOWN THIS RIVER,0K68tklDqDQ,30,0,0,1,0,0,0,1,0,0
HOUSE/NJ01 NORCROSS UP AND DOWN THIS RIVER,0K68tklDqDQ,30,0,0,1,0,0,0,1,0,0
HOUSE/NJ01 NORCROSS UP AND DOWN THIS RIVER,0K68tklDqDQ,30,0,0,1,0,0,0,1,0,0
HOUSE/NJ01 NORCROSS UP AND DOWN THIS RIVER,0K68tklDqDQ,30,0,1,0,0,1,0,1,0,0
HOUSE/NJ03 RUNYAN GROUPS AGREE ON ONE THING,plJ0qqSPAH4,30,0,1,1,0,1,1,0,0,1
HOUSE/NJ03 RUNYAN GROUPS AGREE ON ONE THING,plJ0qqSPAH4,30,0,0,1,0,0,1,0,0,1
HOUSE/NJ03 RUNYAN GROUPS AGREE ON ONE THING,plJ0qqSPAH4,30,0,0,1,0,0,1,0,0,1
HOUSE/NJ03 RUNYAN GROUPS AGREE ON ONE THING,plJ0qqSPAH4,30,0,0,1,0,0,1,0,0,1
HOUSE/NJ03 RUNYAN GROUPS AGREE ON ONE THING,plJ0qqSPAH4,30,0,0,1,0,0,1,0,0,1
HOUSE/NM01 GRISHAM YOU HEAR IT EVERYDAY,Oq96U2SxAy0,30,0,0,1,1,1,0,1,0,0
HOUSE/NM01 GRISHAM YOU HEAR IT EVERYDAY,Oq96U2SxAy0,30,0,0,1,0,0,0,1,0,0
HOUSE/NM01 GRISHAM YOU HEAR IT EVERYDAY,Oq96U2SxAy0,30,0,0,1,0,0,0,1,0,0
HOUSE/NM01 GRISHAM YOU HEAR IT EVERYDAY,Oq96U2SxAy0,30,0,0,1,0,0,0,1,0,0
HOUSE/NM01 GRISHAM YOU HEAR IT EVERYDAY,Oq96U2SxAy0,30,0,0,1,0,0,0,1,0,0
HOUSE/NM02 PEARCE UNEMPLOYED TRAPPED STRUGGLING,aGe6CrFG6lo,30,0,1,0,0,1,0,1,1,1
HOUSE/NM02 PEARCE UNEMPLOYED TRAPPED STRUGGLING,aGe6CrFG6lo,30,0,0,1,0,0,0,1,1,1
HOUSE/NM02 PEARCE UNEMPLOYED TRAPPED STRUGGLING,aGe6CrFG6lo,30,0,1,1,0,1,0,1,1,1
HOUSE/NM02 PEARCE UNEMPLOYED TRAPPED STRUGGLING,aGe6CrFG6lo,30,0,0,1,1,1,0,1,1,1
HOUSE/NM02 PEARCE UNEMPLOYED TRAPPED STRUGGLING,aGe6CrFG6lo,30,0,1,1,0,1,0,1,1,1
HOUSE/NV03 HECK HOMES,aCfeU8OnhiI,30,0,0,1,1,1,0,1,0,0
HOUSE/NV03 HECK HOMES,aCfeU8OnhiI,30,0,0,1,0,0,0,1,0,0
HOUSE/NV03 HECK HOMES,aCfeU8OnhiI,30,0,0,1,0,0,0,1,0,0
HOUSE/NV03 HECK HOMES,aCfeU8OnhiI,30,0,0,0,1,1,0,1,0,0
HOUSE/NV03 HECK HOMES,aCfeU8OnhiI,30,0,1,0,0,1,0,1,0,0
HOUSE/NV04 HORSFORD&DCCC TARKANIAN CRAZY RADICALS,MctcInfJ91o,30,0,1,0,0,1,0,1,1,0
HOUSE/NV04 HORSFORD&DCCC TARKANIAN CRAZY RADICALS,MctcInfJ91o,30,0,1,0,0,1,0,1,1,0
HOUSE/NV04 HORSFORD&DCCC TARKANIAN CRAZY RADICALS,MctcInfJ91o,30,0,1,0,0,1,0,1,1,0
HOUSE/NV04 HORSFORD&DCCC TARKANIAN CRAZY RADICALS,MctcInfJ91o,30,0,0,0,1,1,0,1,1,0
HOUSE/NV04 HORSFORD&DCCC TARKANIAN CRAZY RADICALS,MctcInfJ91o,30,0,0,1,0,0,0,1,1,0
HOUSE/NY04 RICE THE CHOICE IS CLEAR,iQhrFHHQJT8,30,0,0,1,0,0,0,1,0,1
HOUSE/NY04 RICE THE CHOICE IS CLEAR,iQhrFHHQJT8,30,0,0,1,0,0,0,1,0,1
HOUSE/NY04 RICE THE CHOICE IS CLEAR,iQhrFHHQJT8,30,0,1,1,0,1,0,1,0,1
HOUSE/NY04 RICE THE CHOICE IS CLEAR,iQhrFHHQJT8,30,0,0,1,1,1,0,1,0,1
HOUSE/NY04 RICE THE CHOICE IS CLEAR,iQhrFHHQJT8,30,0,0,1,1,1,0,1,0,1
HOUSE/NY18 MALONEY AGREE,A6m85ka4pxg,30,0,0,1,0,0,0,1,0,1
HOUSE/NY18 MALONEY AGREE,A6m85ka4pxg,30,0,0,1,0,0,0,1,0,1
HOUSE/NY18 MALONEY AGREE,A6m85ka4pxg,30,0,0,1,0,0,0,1,0,1
HOUSE/NY18 MALONEY AGREE,A6m85ka4pxg,30,0,0,1,0,0,0,1,0,1
HOUSE/NY18 MALONEY AGREE,A6m85ka4pxg,30,0,0,1,0,0,0,1,0,1
HOUSE/NY18 MALONEY BUILT A BUSINESS 15,0ZMP90pEUvc,15,0,0,1,0,0,0,1,0,1
HOUSE/NY18 MALONEY BUILT A BUSINESS 15,0ZMP90pEUvc,15,0,0,1,0,0,0,1,0,1
HOUSE/NY18 MALONEY BUILT A BUSINESS 15,0ZMP90pEUvc,15,0,0,1,0,0,0,1,0,1
HOUSE/NY18 MALONEY BUILT A BUSINESS 15,0ZMP90pEUvc,15,0,0,1,0,0,0,1,0,1
HOUSE/NY18 MALONEY BUILT A BUSINESS 15,0ZMP90pEUvc,15,0,0,1,0,0,0,1,0,1
HOUSE/NY19 ELDRIDGE A DIME,C-nU2NqIQSc,30,0,0,1,0,0,1,1,0,1
HOUSE/NY19 ELDRIDGE A DIME,C-nU2NqIQSc,30,0,1,1,0,1,1,1,0,1
HOUSE/NY19 ELDRIDGE A DIME,C-nU2NqIQSc,30,0,1,1,0,1,1,1,0,1
HOUSE/NY19 ELDRIDGE A DIME,C-nU2NqIQSc,30,0,1,0,0,1,1,1,0,1
HOUSE/NY19 ELDRIDGE A DIME,C-nU2NqIQSc,30,0,0,0,1,1,1,1,0,1
HOUSE/NY19 ELDRIDGE RESPECT,QVelU7fZPzE,30,0,0,1,0,0,0,1,0,0
HOUSE/NY19 ELDRIDGE RESPECT,QVelU7fZPzE,30,0,1,1,0,1,0,1,0,0
HOUSE/NY19 ELDRIDGE RESPECT,QVelU7fZPzE,30,0,0,1,1,1,0,1,0,0
HOUSE/NY19 ELDRIDGE RESPECT,QVelU7fZPzE,30,0,1,1,0,1,0,1,0,0
HOUSE/NY19 ELDRIDGE RESPECT,QVelU7fZPzE,30,0,0,1,0,0,0,1,0,0
HOUSE/NY19 ELDRIDGE RIGHT NOW,YW4Bx4pRM4Y,30,0,1,0,0,1,1,0,1,1
HOUSE/NY19 ELDRIDGE RIGHT NOW,YW4Bx4pRM4Y,30,0,1,0,0,1,1,0,1,1
HOUSE/NY19 ELDRIDGE RIGHT NOW,YW4Bx4pRM4Y,30,0,0,0,1,1,1,0,1,1
HOUSE/NY19 ELDRIDGE RIGHT NOW,YW4Bx4pRM4Y,30,0,1,0,0,1,1,0,1,1
HOUSE/NY19 ELDRIDGE RIGHT NOW,YW4Bx4pRM4Y,30,0,0,0,1,1,1,0,1,1
HOUSE/NY19 ELDRIDGE THINK YOU KNOW CHRIS GIBSON,1NdA9rz93b8,30,0,1,1,0,1,1,1,0,1
HOUSE/NY19 ELDRIDGE THINK YOU KNOW CHRIS GIBSON,1NdA9rz93b8,30,0,1,1,0,1,1,1,0,1
HOUSE/NY19 ELDRIDGE THINK YOU KNOW CHRIS GIBSON,1NdA9rz93b8,30,0,1,0,0,1,1,1,0,1
HOUSE/NY19 ELDRIDGE THINK YOU KNOW CHRIS GIBSON,1NdA9rz93b8,30,0,1,0,0,1,1,1,0,1
HOUSE/NY19 ELDRIDGE THINK YOU KNOW CHRIS GIBSON,1NdA9rz93b8,30,0,1,0,0,1,1,1,0,1
HOUSE/NY19 GIBSON CALLED UPSTATE HOME 60,SOaTg2oDYrs,60,0,0,1,0,0,0,1,0,1
HOUSE/NY19 GIBSON CALLED UPSTATE HOME 60,SOaTg2oDYrs,60,0,0,1,0,0,0,1,0,1
HOUSE/NY19 GIBSON CALLED UPSTATE HOME 60,SOaTg2oDYrs,60,0,0,1,0,0,0,1,0,1
HOUSE/NY19 GIBSON CALLED UPSTATE HOME 60,SOaTg2oDYrs,60,0,0,1,0,0,0,1,0,1
HOUSE/NY19 GIBSON CALLED UPSTATE HOME 60,SOaTg2oDYrs,60,0,1,0,0,1,0,1,0,1
HOUSE/NY19 GIBSON KALEIGH AHERN 60,uQOz6etH42Q,60,0,0,0,1,1,0,0,1,1
HOUSE/NY19 GIBSON KALEIGH AHERN 60,uQOz6etH42Q,60,0,0,1,1,1,0,0,1,1
HOUSE/NY19 GIBSON KALEIGH AHERN 60,uQOz6etH42Q,60,0,0,1,0,0,0,0,1,1
HOUSE/NY19 GIBSON KALEIGH AHERN 60,uQOz6etH42Q,60,0,0,0,1,1,0,0,1,1
HOUSE/NY19 GIBSON KALEIGH AHERN 60,uQOz6etH42Q,60,0,0,0,1,1,0,0,1,1
HOUSE/NY19 GIBSON LIFE OF SERVICE,ybJtNfJK68U,30,0,1,0,0,1,1,1,0,1
HOUSE/NY19 GIBSON LIFE OF SERVICE,ybJtNfJK68U,30,0,0,1,0,0,1,1,0,1
HOUSE/NY19 GIBSON LIFE OF SERVICE,ybJtNfJK68U,30,0,0,0,1,1,1,1,0,1
HOUSE/NY19 GIBSON LIFE OF SERVICE,ybJtNfJK68U,30,0,1,0,0,1,1,1,0,1
HOUSE/NY19 GIBSON LIFE OF SERVICE,ybJtNfJK68U,30,0,0,1,0,0,1,1,0,1
HOUSE/NY19 NRCC&GIBSON ANNE MARIE MINK,i21eJakWkb4,30,0,0,0,1,1,0,1,1,1
HOUSE/NY19 NRCC&GIBSON ANNE MARIE MINK,i21eJakWkb4,30,0,0,1,0,0,0,1,1,1
HOUSE/NY19 NRCC&GIBSON ANNE MARIE MINK,i21eJakWkb4,30,0,0,1,0,0,0,1,1,1
HOUSE/NY19 NRCC&GIBSON ANNE MARIE MINK,i21eJakWkb4,30,0,0,1,0,0,0,1,1,1
HOUSE/NY19 NRCC&GIBSON ANNE MARIE MINK,i21eJakWkb4,30,0,0,1,0,0,0,1,1,1
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT,-V6cBQxk6so,30,0,0,1,0,0,0,1,0,0
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT,-V6cBQxk6so,30,0,0,1,0,0,0,1,0,0
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT,-V6cBQxk6so,30,0,1,0,0,1,0,1,0,0
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT,-V6cBQxk6so,30,0,0,1,0,0,0,1,0,0
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT,-V6cBQxk6so,30,0,0,1,0,0,0,1,0,0
HOUSE/NY21 OWENS CREATE NEW ONES,WkyW22FZJw4,30,0,1,0,0,1,0,1,0,0
HOUSE/NY21 OWENS CREATE NEW ONES,WkyW22FZJw4,30,0,1,0,0,1,0,1,0,0
HOUSE/NY21 OWENS CREATE NEW ONES,WkyW22FZJw4,30,0,0,1,0,0,0,1,0,0
HOUSE/NY21 OWENS CREATE NEW ONES,WkyW22FZJw4,30,0,1,1,0,1,0,1,0,0
HOUSE/NY21 OWENS CREATE NEW ONES,WkyW22FZJw4,30,0,1,1,0,1,0,1,0,0
HOUSE/NY21 OWENS WASTE IN WASHINGTON,Z-3kKqs0x38,30,0,0,1,0,0,0,1,0,0
HOUSE/NY21 OWENS WASTE IN WASHINGTON,Z-3kKqs0x38,30,0,0,0,1,1,0,1,0,0
HOUSE/NY21 OWENS WASTE IN WASHINGTON,Z-3kKqs0x38,30,0,1,1,0,1,0,1,0,0
HOUSE/NY21 OWENS WASTE IN WASHINGTON,Z-3kKqs0x38,30,0,0,1,0,0,0,1,0,0
HOUSE/NY21 OWENS WASTE IN WASHINGTON,Z-3kKqs0x38,30,0,0,1,0,0,0,1,0,0
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,FJjNHMTMu_M,30,0,0,0,1,1,0,1,1,1
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,FJjNHMTMu_M,30,0,1,0,0,1,0,1,1,1
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,FJjNHMTMu_M,30,0,1,0,1,1,0,1,1,1
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,FJjNHMTMu_M,30,0,0,0,1,1,0,1,1,1
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,FJjNHMTMu_M,30,0,1,0,1,1,0,1,1,1
HOUSE/NY23 REED LISTENING,YwvXUduyI-k,30,0,0,1,0,0,0,1,1,1
HOUSE/NY23 REED LISTENING,YwvXUduyI-k,30,0,0,1,0,0,0,1,1,1
HOUSE/NY23 REED LISTENING,YwvXUduyI-k,30,0,0,1,0,0,0,1,1,1
HOUSE/NY23 REED LISTENING,YwvXUduyI-k,30,0,0,0,1,1,0,1,1,1
HOUSE/NY23 REED LISTENING,YwvXUduyI-k,30,0,0,1,0,0,0,1,1,1
HOUSE/NY23 ROBERTSON FALSE ATTACKS,m6H01FAxVo8,30,0,1,1,0,1,1,1,0,0
HOUSE/NY23 ROBERTSON FALSE ATTACKS,m6H01FAxVo8,30,0,1,1,0,1,1,1,0,0
HOUSE/NY23 ROBERTSON FALSE ATTACKS,m6H01FAxVo8,30,0,0,1,0,0,1,1,0,0
HOUSE/NY23 ROBERTSON FALSE ATTACKS,m6H01FAxVo8,30,0,0,1,0,0,1,1,0,0
HOUSE/NY23 ROBERTSON FALSE ATTACKS,m6H01FAxVo8,30,0,1,1,0,1,1,1,0,0
HOUSE/NY24 BUERKLE DC DAN MAFFEI,ZX4BGaYj9ww,30,0,1,0,0,1,0,1,0,0
HOUSE/NY24 BUERKLE DC DAN MAFFEI,ZX4BGaYj9ww,30,0,0,0,1,1,0,1,0,0
HOUSE/NY24 BUERKLE DC DAN MAFFEI,ZX4BGaYj9ww,30,0,1,0,1,1,0,1,0,0
HOUSE/NY24 BUERKLE DC DAN MAFFEI,ZX4BGaYj9ww,30,0,1,0,0,1,0,1,0,0
HOUSE/NY24 BUERKLE DC DAN MAFFEI,ZX4BGaYj9ww,30,0,1,0,0,1,0,1,0,0
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL REV,KN9s57K6yM0,30,0,1,0,0,1,1,0,0,1
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL REV,KN9s57K6yM0,30,0,1,0,0,1,1,0,0,1
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL REV,KN9s57K6yM0,30,0,1,0,0,1,1,0,0,1
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL REV,KN9s57K6yM0,30,0,1,0,0,1,1,0,0,1
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL REV,KN9s57K6yM0,30,0,1,0,0,1,1,0,0,1
HOUSE/NY25 SLAUGHTER BROOKS SUPPORTS ROMNEY'S PLAN,VmTLY83a3Wg,30,0,0,1,0,0,1,0,0,1
HOUSE/NY25 SLAUGHTER BROOKS SUPPORTS ROMNEY'S PLAN,VmTLY83a3Wg,30,0,1,0,0,1,1,0,0,1
HOUSE/NY25 SLAUGHTER BROOKS SUPPORTS ROMNEY'S PLAN,VmTLY83a3Wg,30,1,0,0,0,0,1,0,0,1
HOUSE/NY25 SLAUGHTER BROOKS SUPPORTS ROMNEY'S PLAN,VmTLY83a3Wg,30,0,1,0,0,1,1,0,0,1
HOUSE/NY25 SLAUGHTER BROOKS SUPPORTS ROMNEY'S PLAN,VmTLY83a3Wg,30,0,1,0,0,1,1,0,0,1
HOUSE/NY25 SLAUGHTER TOUGH QUESTIONS TONIGHT,lD3_n6mXc7Y,30,0,1,0,0,1,1,0,0,1
HOUSE/NY25 SLAUGHTER TOUGH QUESTIONS TONIGHT,lD3_n6mXc7Y,30,0,1,0,0,1,1,0,0,1
HOUSE/NY25 SLAUGHTER TOUGH QUESTIONS TONIGHT,lD3_n6mXc7Y,30,0,1,0,0,1,1,0,0,1
HOUSE/NY25 SLAUGHTER TOUGH QUESTIONS TONIGHT,lD3_n6mXc7Y,30,0,1,0,0,1,1,0,0,1
HOUSE/NY25 SLAUGHTER TOUGH QUESTIONS TONIGHT,lD3_n6mXc7Y,30,0,1,0,0,1,1,0,0,1
HOUSE/NY26 MADIGAN EDUCATION IN OUR CITIES IS A CRISIS,nbCY2oQiuLw,15,0,1,0,0,1,0,1,0,1
HOUSE/NY26 MADIGAN EDUCATION IN OUR CITIES IS A CRISIS,nbCY2oQiuLw,15,0,1,0,0,1,0,1,0,1
HOUSE/NY26 MADIGAN EDUCATION IN OUR CITIES IS A CRISIS,nbCY2oQiuLw,15,0,1,0,0,1,0,1,0,1
HOUSE/NY26 MADIGAN EDUCATION IN OUR CITIES IS A CRISIS,nbCY2oQiuLw,15,0,1,0,0,1,0,1,0,1
HOUSE/NY26 MADIGAN EDUCATION IN OUR CITIES IS A CRISIS,nbCY2oQiuLw,15,0,1,0,0,1,0,1,0,1
HOUSE/NY27 HOCHUL NATIONAL DEBT,ioPXI2jyYyM,30,0,0,0,1,1,0,1,1,0
HOUSE/NY27 HOCHUL NATIONAL DEBT,ioPXI2jyYyM,30,0,0,0,1,1,0,1,1,0
HOUSE/NY27 HOCHUL NATIONAL DEBT,ioPXI2jyYyM,30,0,0,1,1,1,0,1,1,0
HOUSE/NY27 HOCHUL NATIONAL DEBT,ioPXI2jyYyM,30,0,0,1,0,0,0,1,1,0
HOUSE/NY27 HOCHUL NATIONAL DEBT,ioPXI2jyYyM,30,0,0,0,1,1,0,1,1,0
HOUSE/OH01 CHABOT GROWING UP,hD2YCNsiEQ4,30,0,0,1,0,0,0,1,0,0
HOUSE/OH01 CHABOT GROWING UP,hD2YCNsiEQ4,30,0,0,1,0,0,0,1,0,0
HOUSE/OH01 CHABOT GROWING UP,hD2YCNsiEQ4,30,0,0,1,0,0,0,1,0,0
HOUSE/OH01 CHABOT GROWING UP,hD2YCNsiEQ4,30,0,0,1,0,0,0,1,0,0
HOUSE/OH01 CHABOT GROWING UP,hD2YCNsiEQ4,30,0,0,1,0,0,0,1,0,0
HOUSE/OH01 KUNDRATA RETIRED LIEUTENANT COLONEL,eMA_q1TWWaI,30,0,0,1,0,0,0,1,0,0
HOUSE/OH01 KUNDRATA RETIRED LIEUTENANT COLONEL,eMA_q1TWWaI,30,0,0,1,0,0,0,1,0,0
HOUSE/OH01 KUNDRATA RETIRED LIEUTENANT COLONEL,eMA_q1TWWaI,30,0,0,1,0,0,0,1,0,0
