"creative","racelab","rep","dem","third","repinc","deminc","thirdinc","win","thirdpty","inc","won"
"PRES/ROMNEY NOTHING'S FREE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY NUESTRA COMUNIDAD SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY OHIO JOBS","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY OUR MOMENT","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY PAID IN","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY PAIS DE INMIGRANTES SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY PUTTING JOBS FIRST","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY RAISE TAXES","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY RICHMOND-TIMES DISPATCH ON WELFARE REFORM","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY ROSARIO MARIN SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY SECOND TERM AGENDA","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY SHAME ON YOU","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY STAND UP TO CHINA","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY STRONG LEADERSHIP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY STRONG LEADERSHIP SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY THE CLEAR PATH","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY THE LEAST WE CAN DO","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY THE LEAST WE CAN DO SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY THE OBAMA PLAN","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY THE ROMNEY PLAN","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY THE ROMNEY PRESIDENCY","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY THESE HANDS","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY TOO MANY AMERICANS","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY TOO MANY AMERICANS 60","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY UN MEJOR CAMINO SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY WAR ON COAL","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY WAY OF LIFE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY WHAT HAPPENED","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY WHERE DID ALL THE MONEY GO","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY WHO SUPPORTS OBAMA SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY WORK FOR WELFARE","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY YA NO MAS SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"PRES/ROMNEY YO PAGUE SP","pre2012","Romney, Mitt","Obama, Barack",NA,0,1,0,"D",NA,0,0
"HOUSE/AK01 YOUNG SENATOR MURKOWSKI","hou2014","Young, Don","Dunbar, Forrest","McDermott, Jim C.",1,0,0,"R",NA,1,1
"HOUSE/AK01 YOUNG WHAT HAPPENS HERE","hou2014","Young, Don","Dunbar, Forrest","McDermott, Jim C.",1,0,0,"R",NA,1,1
"HOUSE/AL01 BYRNE MISLED","hou2014","Byrne, Bradley","LeFlore, Burton R.","",1,0,0,"R",NA,1,1
"HOUSE/AL06 LESTER EXTREMISTS","hou2014","Palmer, Gary","Lester, Mark","",0,0,0,"R",NA,0,0
"HOUSE/AL06 PALMER FOR SIX YEARS","hou2014","Palmer, Gary","Lester, Mark","",0,0,0,"R",NA,0,1
"HOUSE/AR01 MCPHERSON VA BILL 60","hou2014","Crawford, Rick","McPherson, Jackie","Willhite, Brian Scott",1,0,0,"R",NA,0,0
"HOUSE/AR02 HAYS BUSINESSES","hou2014","Hill, French","Hays, Patrick","Standiford, Debbie",0,0,0,"R",NA,0,0
"HOUSE/AR02 HAYS CATERPILLAR","hou2014","Hill, French","Hays, Patrick","Standiford, Debbie",0,0,0,"R",NA,0,0
"HOUSE/AR02 HAYS CITY SERVICES","hou2014","Hill, French","Hays, Patrick","Standiford, Debbie",0,0,0,"R",NA,0,0
"HOUSE/AR02 HAYS FRENCH HILL'S BEST INVESTMENT","hou2014","Hill, French","Hays, Patrick","Standiford, Debbie",0,0,0,"R",NA,0,0
"HOUSE/AR02 HAYS OPPOSITE OF WASHINGTON","hou2014","Hill, French","Hays, Patrick","Standiford, Debbie",0,0,0,"R",NA,0,0
"HOUSE/AR02 HAYS SHOW YOU","hou2014","Hill, French","Hays, Patrick","Standiford, Debbie",0,0,0,"R",NA,0,0
"HOUSE/AR02 HAYS THE FACTS ARE CLEAR","hou2014","Hill, French","Hays, Patrick","Standiford, Debbie",0,0,0,"R",NA,0,0
"HOUSE/AR02 HAYS WHEN I BECAME MAYOR","hou2014","Hill, French","Hays, Patrick","Standiford, Debbie",0,0,0,"R",NA,0,0
"HOUSE/AR02 HILL ARKANSAS DEMOCRAT GAZETTE","hou2014","Hill, French","Hays, Patrick","Standiford, Debbie",0,0,0,"R",NA,0,1
"HOUSE/AR02 HILL ATTACKING ME FALSELY","hou2014","Hill, French","Hays, Patrick","Standiford, Debbie",0,0,0,"R",NA,0,1
"HOUSE/AR02 HILL MY DAD","hou2014","Hill, French","Hays, Patrick","Standiford, Debbie",0,0,0,"R",NA,0,1
"HOUSE/AR02 HILL PASTOR TOM MITCHELL","hou2014","Hill, French","Hays, Patrick","Standiford, Debbie",0,0,0,"R",NA,0,1
"HOUSE/AR02 HILL REAL CHOICE","hou2014","Hill, French","Hays, Patrick","Standiford, Debbie",0,0,0,"R",NA,0,1
"HOUSE/AR02 HILL TONY","hou2014","Hill, French","Hays, Patrick","Standiford, Debbie",0,0,0,"R",NA,0,1
"HOUSE/AR02 NRCC&HILL TONY","hou2014","Hill, French","Hays, Patrick","Standiford, Debbie",0,0,0,"R",NA,0,1
"HOUSE/AR04 DCCC&WITT BIPARTISAN","hou2014","Westerman, Bruce","Witt, James Lee","Hamilton, Ken",0,0,0,"R",NA,0,0
"HOUSE/AR04 NRCC&WESTERMAN PROVEN CONSERVATIVE","hou2014","Westerman, Bruce","Witt, James Lee","Hamilton, Ken",0,0,0,"R",NA,0,1
"HOUSE/AR04 WESTERMAN PROVEN CONSERVATIVE","hou2014","Westerman, Bruce","Witt, James Lee","Hamilton, Ken",0,0,0,"R",NA,0,1
"HOUSE/AR04 WESTERMAN THE VALUES","hou2014","Westerman, Bruce","Witt, James Lee","Hamilton, Ken",0,0,0,"R",NA,0,1
"HOUSE/AR04 WITT BIPARTISAN","hou2014","Westerman, Bruce","Witt, James Lee","Hamilton, Ken",0,0,0,"R",NA,0,0
"HOUSE/AR04 WITT BRAD WEAR","hou2014","Westerman, Bruce","Witt, James Lee","Hamilton, Ken",0,0,0,"R",NA,0,0
"HOUSE/AR04 WITT LED THE RESPONSE","hou2014","Westerman, Bruce","Witt, James Lee","Hamilton, Ken",0,0,0,"R",NA,0,0
"HOUSE/AR04 WITT WASHINGTON IS BROKEN","hou2014","Westerman, Bruce","Witt, James Lee","Hamilton, Ken",0,0,0,"R",NA,0,0
"HOUSE/AZ01 DCCC&KIRKPATRICK LIZ ARCHULETA","hou2014","Tobin, Andy","Kirkpatrick, Ann","",0,1,0,"D",NA,1,1
"HOUSE/AZ01 KIRKPATRICK AT 18","hou2014","Tobin, Andy","Kirkpatrick, Ann","",0,1,0,"D",NA,1,1
"HOUSE/AZ01 KIRKPATRICK MARY KORTSEN","hou2014","Tobin, Andy","Kirkpatrick, Ann","",0,1,0,"D",NA,1,1
"HOUSE/AZ01 KIRKPATRICK NEVER FORGET","hou2014","Tobin, Andy","Kirkpatrick, Ann","",0,1,0,"D",NA,1,1
"HOUSE/AZ01 KIRKPATRICK NEWSPAPERS AGREE","hou2014","Tobin, Andy","Kirkpatrick, Ann","",0,1,0,"D",NA,1,1
"HOUSE/AZ01 KIRKPATRICK THESE BOOTS","hou2014","Tobin, Andy","Kirkpatrick, Ann","",0,1,0,"D",NA,1,1
"HOUSE/AZ01 TOBIN PLAY GAMES IN WASHINGTON","hou2014","Tobin, Andy","Kirkpatrick, Ann","",0,1,0,"D",NA,0,0
"HOUSE/AZ01 TOBIN&NRCC OUTRAGEOUS","hou2014","Tobin, Andy","Kirkpatrick, Ann","",0,1,0,"D",NA,0,0
"HOUSE/AZ02 BARBER BEHIND THE GIMMICKS","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,1,0
"HOUSE/AZ02 BARBER GEOFF OLDFATHER","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,1,0
"HOUSE/AZ02 BARBER HARD WORK SP","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,1,0
"HOUSE/AZ02 BARBER HIS FATHER SP","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,1,0
"HOUSE/AZ02 BARBER KRIS SCHAEFER ROGERS","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,1,0
"HOUSE/AZ02 BARBER NICOLE","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,1,0
"HOUSE/AZ02 BARBER PLENTY OF BLAME TO GO AROUND","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,1,0
"HOUSE/AZ02 BARBER REAL INDEPENDENT VOICE","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,1,0
"HOUSE/AZ02 BARBER RISING COLLEGE TUITION COSTS","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,1,0
"HOUSE/AZ02 BARBER ROBERT GILBERT","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,1,0
"HOUSE/AZ02 BARBER SIMPLY NOT TRUE","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,1,0
"HOUSE/AZ02 BARBER SOME PEOPLE SAY","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,1,0
"HOUSE/AZ02 DCCC&BARBER HOPE REED","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,1,0
"HOUSE/AZ02 MCSALLY ATTACK ADS","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,0,1
"HOUSE/AZ02 MCSALLY DANGEROUS WORLD","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,0,1
"HOUSE/AZ02 MCSALLY NOW I'M VOTING","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,0,1
"HOUSE/AZ02 MCSALLY OVERCOME OBSTACLES SP","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,0,1
"HOUSE/AZ02 MCSALLY RON BARBER AND HIS ALLIES","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,0,1
"HOUSE/AZ02 MCSALLY RON BARBER'S AD GUY","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,0,1
"HOUSE/AZ02 MCSALLY TRUSTED","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,0,1
"HOUSE/AZ02 MCSALLY WASHINGTON IS BROKEN","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,0,1
"HOUSE/AZ02 MCSALLY WE'RE LOSING","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,0,1
"HOUSE/AZ02 MCSALLY WE'RE LOSING SP","hou2014","McSally, Martha","Barber, Ron","Ramirez, Sampson U.",0,1,0,"R",NA,0,1
"HOUSE/AZ09 ROGERS SERVED","hou2014","Rogers, Wendy","Sinema, Kyrsten","Gammill, Powell E.",0,1,0,"D",NA,0,0
"HOUSE/AZ09 ROGERS TERRORIST THREATS","hou2014","Rogers, Wendy","Sinema, Kyrsten","Gammill, Powell E.",0,1,0,"D",NA,0,0
"HOUSE/AZ09 ROGERS TERRORIST THREATS REV","hou2014","Rogers, Wendy","Sinema, Kyrsten","Gammill, Powell E.",0,1,0,"D",NA,0,0
"HOUSE/AZ09 SINEMA ALL VOTING","hou2014","Rogers, Wendy","Sinema, Kyrsten","Gammill, Powell E.",0,1,0,"D",NA,1,1
"HOUSE/AZ09 SINEMA HOWARD AND JEAN SOMERS","hou2014","Rogers, Wendy","Sinema, Kyrsten","Gammill, Powell E.",0,1,0,"D",NA,1,1
"HOUSE/AZ09 SINEMA HOWARD AND JEAN SOMERS 60","hou2014","Rogers, Wendy","Sinema, Kyrsten","Gammill, Powell E.",0,1,0,"D",NA,1,1
"HOUSE/AZ09 SINEMA NEITHER PARTY","hou2014","Rogers, Wendy","Sinema, Kyrsten","Gammill, Powell E.",0,1,0,"D",NA,1,1
"HOUSE/AZ09 SINEMA PAID INTO IT","hou2014","Rogers, Wendy","Sinema, Kyrsten","Gammill, Powell E.",0,1,0,"D",NA,1,1
"HOUSE/AZ09 SINEMA WOMEN","hou2014","Rogers, Wendy","Sinema, Kyrsten","Gammill, Powell E.",0,1,0,"D",NA,1,1
"HOUSE/CA03 GARAMENDI ALWAYS BEEN A LEADER","hou2014","Logue, Dan","Garamendi, John","",0,1,0,"D",NA,1,1
"HOUSE/CA03 GARAMENDI BAY BRIDGE","hou2014","Logue, Dan","Garamendi, John","",0,1,0,"D",NA,1,1
"HOUSE/CA06 MATSUI HONORED","hou2014","McCray, Joseph Sr.","Matsui, Doris","",0,1,0,"D",NA,1,1
"HOUSE/CA07 BERA A PROMISE MADE IS A PROMISE KEPT","hou2014","Ose, Doug","Bera, Ami","",0,1,0,"D",NA,1,1
"HOUSE/CA07 BERA ENSURING","hou2014","Ose, Doug","Bera, Ami","",0,1,0,"D",NA,1,1
"HOUSE/CA07 BERA IN CONGRESS FOR THE RIGHT REASONS","hou2014","Ose, Doug","Bera, Ami","",0,1,0,"D",NA,1,1
"HOUSE/CA07 BERA SWORE AN OATH","hou2014","Ose, Doug","Bera, Ami","",0,1,0,"D",NA,1,1
"HOUSE/CA07 OSE 17 TRILLION OF DEBT","hou2014","Ose, Doug","Bera, Ami","",0,1,0,"D",NA,0,0
"HOUSE/CA07 OSE DISHONEST CAMPAIGN","hou2014","Ose, Doug","Bera, Ami","",0,1,0,"D",NA,0,0
"HOUSE/CA07 OSE INDEPENDENT LEADER","hou2014","Ose, Doug","Bera, Ami","",0,1,0,"D",NA,0,0
"HOUSE/CA07 OSE MISLEADING","hou2014","Ose, Doug","Bera, Ami","",0,1,0,"D",NA,0,0
"HOUSE/CA09 MCNERNY CONSEQUENCES","hou2014","Amador, Antonio C.","McNerney, Jerry","",0,1,0,"D",NA,1,1
"HOUSE/CA10 EGGMAN AROUND HERE","hou2014","Denham, Jeff","Eggman, Michael","",1,0,0,"R",NA,0,0
"HOUSE/CA10 EGGMAN BRAGGED 15","hou2014","Denham, Jeff","Eggman, Michael","",1,0,0,"R",NA,0,0
"HOUSE/CA10 EGGMAN FARMER 15","hou2014","Denham, Jeff","Eggman, Michael","",1,0,0,"R",NA,0,0
"HOUSE/CA16 COSTA BROKEN WATER SYSTEM","hou2014","Tacherra, Johnny M.","Costa, Jim","",0,0,0,"D",NA,0,1
"HOUSE/CA16 COSTA CHAMPION FOR OUR COMMUNITY SP","hou2014","Tacherra, Johnny M.","Costa, Jim","",0,0,0,"D",NA,0,1
"HOUSE/CA16 COSTA FIGHTS FOR OUR VALUES","hou2014","Tacherra, Johnny M.","Costa, Jim","",0,0,0,"D",NA,0,1
"HOUSE/CA17 HONDA BILLIONAIRES","hou2014","","Honda, Mike M.","Khanna, Ro",0,1,0,"D","D",1,1
"HOUSE/CA20 FARR MAKE A DIFFERENCE 60","hou2014","","Farr, Sam","Kabat, Ronald Paul",0,1,0,"D",NA,1,1
"HOUSE/CA21 DCCC&RENTERIA FALLING IN THE POLLS","hou2014","Valadao, David","Renteria, Amanda","",1,0,0,"R",NA,0,0
"HOUSE/CA21 NRCC&VALADAO GREG MORENO","hou2014","Valadao, David","Renteria, Amanda","",1,0,0,"R",NA,1,1
"HOUSE/CA21 RENTERIA BETTER LIFE SP","hou2014","Valadao, David","Renteria, Amanda","",1,0,0,"R",NA,0,0
"HOUSE/CA21 RENTERIA BORN AND RAISED","hou2014","Valadao, David","Renteria, Amanda","",1,0,0,"R",NA,0,0
"HOUSE/CA21 RENTERIA FALLING IN THE POLLS","hou2014","Valadao, David","Renteria, Amanda","",1,0,0,"R",NA,0,0
"HOUSE/CA21 RENTERIA FRESNO BEE","hou2014","Valadao, David","Renteria, Amanda","",1,0,0,"R",NA,0,0
"HOUSE/CA21 VALADAO GREG MORENO","hou2014","Valadao, David","Renteria, Amanda","",1,0,0,"R",NA,1,1
"HOUSE/CA21 VALADAO HELP US","hou2014","Valadao, David","Renteria, Amanda","",1,0,0,"R",NA,1,1
"HOUSE/CA21 VALADAO HELP US SP","hou2014","Valadao, David","Renteria, Amanda","",1,0,0,"R",NA,1,1
"HOUSE/CA21 VALADAO SON OF IMMIGRANTS","hou2014","Valadao, David","Renteria, Amanda","",1,0,0,"R",NA,1,1
"HOUSE/CA21 VALADAO SON OF IMMIGRANTS SP","hou2014","Valadao, David","Renteria, Amanda","",1,0,0,"R",NA,1,1
"HOUSE/CA21 VALADAO WASHINGTON INSIDER","hou2014","Valadao, David","Renteria, Amanda","",1,0,0,"R",NA,1,1
"HOUSE/CA21 VALADAO WASHINGTON INSIDER SP","hou2014","Valadao, David","Renteria, Amanda","",1,0,0,"R",NA,1,1
"HOUSE/CA21 VALADAO WATER","hou2014","Valadao, David","Renteria, Amanda","",1,0,0,"R",NA,1,1
"HOUSE/CA21 VALADAO WATER SP","hou2014","Valadao, David","Renteria, Amanda","",1,0,0,"R",NA,1,1
"HOUSE/CA22 NUNES WATER IS LIFE","hou2014","Nunes, Devin","AguileraMarrero, Suzanna","",1,0,0,"R",NA,1,1
"HOUSE/CA22 NUNES WATER RALLY","hou2014","Nunes, Devin","AguileraMarrero, Suzanna","",1,0,0,"R",NA,1,1
"HOUSE/CA23 MCCARTHY CAROL FEIL","hou2014","McCarthy, Kevin","Garcia, Raul","",1,0,0,"R",NA,1,1
"HOUSE/CA23 MCCARTHY DARRELL FEIL","hou2014","McCarthy, Kevin","Garcia, Raul","",1,0,0,"R",NA,1,1
"HOUSE/CA23 MCCARTHY LAARY STARRH","hou2014","McCarthy, Kevin","Garcia, Raul","",1,0,0,"R",NA,1,1
"HOUSE/CA23 MCCARTHY LARRY STARRH","hou2014","McCarthy, Kevin","Garcia, Raul","",1,0,0,"R",NA,1,1
"HOUSE/CA23 MCCARTHY LEON THOMAS","hou2014","McCarthy, Kevin","Garcia, Raul","",1,0,0,"R",NA,1,1
"HOUSE/CA23 MCCARTHY MIGUEL MADRIGAL SP","hou2014","McCarthy, Kevin","Garcia, Raul","",1,0,0,"R",NA,1,1
"HOUSE/CA23 MCCARTHY SERVE YOU","hou2014","McCarthy, Kevin","Garcia, Raul","",1,0,0,"R",NA,1,1
"HOUSE/CA24 CAPPS ENDORSED","hou2014","Mitchum, Chris","Capps, Lois","",0,1,0,"D",NA,1,1
"HOUSE/CA24 CAPPS MITCHUMS TEA PARTY AGENDA","hou2014","Mitchum, Chris","Capps, Lois","",0,1,0,"D",NA,1,1
"HOUSE/CA24 CAPPS WHAT DO YOU KNOW","hou2014","Mitchum, Chris","Capps, Lois","",0,1,0,"D",NA,1,1
"HOUSE/CA24 CAPPS WHO WILL CHRIS MITCHUM REPRESENT","hou2014","Mitchum, Chris","Capps, Lois","",0,1,0,"D",NA,1,1
"HOUSE/CA24 MITCHUM DEBT AND A SHAKY ECONOMY","hou2014","Mitchum, Chris","Capps, Lois","",0,1,0,"D",NA,0,0
"HOUSE/CA24 MITCHUM INDEPENDENT LEADER","hou2014","Mitchum, Chris","Capps, Lois","",0,1,0,"D",NA,0,0
"HOUSE/CA24 MITCHUM NEW KIND OF LEADER","hou2014","Mitchum, Chris","Capps, Lois","",0,1,0,"D",NA,0,0
"HOUSE/CA26 BROWNLEY GORELL DIDN'T SUPPORT WOMEN","hou2014","Gorell, Jeff","Brownley, Julia","",0,1,0,"D",NA,1,1
"HOUSE/CA26 BROWNLEY SACRAMENTO POLITICIAN","hou2014","Gorell, Jeff","Brownley, Julia","",0,1,0,"D",NA,1,1
"HOUSE/CA26 BROWNLEY STRONGEST","hou2014","Gorell, Jeff","Brownley, Julia","",0,1,0,"D",NA,1,1
"HOUSE/CA26 DCCC&BROWNLEY SACRAMENTO POLITICIAN","hou2014","Gorell, Jeff","Brownley, Julia","",0,1,0,"D",NA,1,1
"HOUSE/CA26 DCCC&BROWNLEY STRONGEST","hou2014","Gorell, Jeff","Brownley, Julia","",0,1,0,"D",NA,1,1
"HOUSE/CA26 DCCC&BROWNLEY UNSPEAKABLE","hou2014","Gorell, Jeff","Brownley, Julia","",0,1,0,"D",NA,1,1
"HOUSE/CA26 DCCC&BROWNLEY UNSPEAKABLE REV","hou2014","Gorell, Jeff","Brownley, Julia","",0,1,0,"D",NA,1,1
"HOUSE/CA33 CARR TERESA KENNARD","hou2014","Carr, Elan S.","Lieu, Ted","",0,0,0,"D",NA,0,0
"HOUSE/CA33 LIEU PERFECT RATING","hou2014","Carr, Elan S.","Lieu, Ted","",0,0,0,"D",NA,0,1
"HOUSE/CA33 LIEU SON OF HARD WORKING IMMIGRANT PARENTS","hou2014","Carr, Elan S.","Lieu, Ted","",0,0,0,"D",NA,0,1
"HOUSE/CA36 NESTANDE SHAME ON YOU","hou2014","Nestande, Brian","Ruiz, Raul","",0,1,0,"D",NA,0,0
"HOUSE/CA36 NESTANDE SUFFERING","hou2014","Nestande, Brian","Ruiz, Raul","",0,1,0,"D",NA,0,0
"HOUSE/CA36 NESTANDE THE CHOICE IS CLEAR","hou2014","Nestande, Brian","Ruiz, Raul","",0,1,0,"D",NA,0,0
"HOUSE/CA36 NRCC&NESTANDE THE CHOICE IS CLEAR","hou2014","Nestande, Brian","Ruiz, Raul","",0,1,0,"D",NA,0,0
"HOUSE/CA36 RUIZ ANDREW WALKER","hou2014","Nestande, Brian","Ruiz, Raul","",0,1,0,"D",NA,1,1
"HOUSE/CA36 RUIZ BETTER LIFE SP","hou2014","Nestande, Brian","Ruiz, Raul","",0,1,0,"D",NA,1,1
"HOUSE/CA36 RUIZ BLANCA RUIZ SP","hou2014","Nestande, Brian","Ruiz, Raul","",0,1,0,"D",NA,1,1
"HOUSE/CA36 RUIZ ER DOCTOR","hou2014","Nestande, Brian","Ruiz, Raul","",0,1,0,"D",NA,1,1
"HOUSE/CA36 RUIZ GROWING UP","hou2014","Nestande, Brian","Ruiz, Raul","",0,1,0,"D",NA,1,1
"HOUSE/CA36 RUIZ HERBERT JACKSON","hou2014","Nestande, Brian","Ruiz, Raul","",0,1,0,"D",NA,1,1
"HOUSE/CA36 RUIZ JERRY MOYNIHAN","hou2014","Nestande, Brian","Ruiz, Raul","",0,1,0,"D",NA,1,1
"HOUSE/CA36 RUIZ THANKS TO MEDICARE","hou2014","Nestande, Brian","Ruiz, Raul","",0,1,0,"D",NA,1,1
"HOUSE/CA36 RUIZ THE GOOD LIFE","hou2014","Nestande, Brian","Ruiz, Raul","",0,1,0,"D",NA,1,1
"HOUSE/CA36 RUIZ THIS CAR","hou2014","Nestande, Brian","Ruiz, Raul","",0,1,0,"D",NA,1,1
"HOUSE/CA36 RUIZ THIS ELECTION SP","hou2014","Nestande, Brian","Ruiz, Raul","",0,1,0,"D",NA,1,1
"HOUSE/CA36 RUIZ WE WORK HARDER SP","hou2014","Nestande, Brian","Ruiz, Raul","",0,1,0,"D",NA,1,1
"HOUSE/CA52 DCCC&PETERS ACTIONS SPEAK LOUDER THAN WORDS","hou2014","DeMaio, Carl","Peters, Scott","",0,1,0,"D",NA,1,1
"HOUSE/CA52 DEMAIO FIX A BROKEN CONGRESS","hou2014","DeMaio, Carl","Peters, Scott","",0,1,0,"D",NA,0,0
"HOUSE/CA52 DEMAIO KNOW THIS MAN","hou2014","DeMaio, Carl","Peters, Scott","",0,1,0,"D",NA,0,0
"HOUSE/CA52 DEMAIO PROUD GAY AMERICAN","hou2014","DeMaio, Carl","Peters, Scott","",0,1,0,"D",NA,0,0
"HOUSE/CA52 DEMAIO SCOTT PETERS IS LYING","hou2014","DeMaio, Carl","Peters, Scott","",0,1,0,"D",NA,0,0
"HOUSE/CA52 DEMAIO THE MISSION","hou2014","DeMaio, Carl","Peters, Scott","",0,1,0,"D",NA,0,0
"HOUSE/CA52 DEMAIO UNWAVERING PRINCIPLES","hou2014","DeMaio, Carl","Peters, Scott","",0,1,0,"D",NA,0,0
"HOUSE/CA52 NRCC&DEMAIO SCOTT PETERS IS LYING","hou2014","DeMaio, Carl","Peters, Scott","",0,1,0,"D",NA,0,0
"HOUSE/CA52 PETERS BUDGET","hou2014","DeMaio, Carl","Peters, Scott","",0,1,0,"D",NA,1,1
"HOUSE/CA52 PETERS DEMAIO HIDING SOMETHING","hou2014","DeMaio, Carl","Peters, Scott","",0,1,0,"D",NA,1,1
"HOUSE/CA52 PETERS MICHAEL RENSTROM","hou2014","DeMaio, Carl","Peters, Scott","",0,1,0,"D",NA,1,1
"HOUSE/CA52 PETERS OFF TO SCHOOL","hou2014","DeMaio, Carl","Peters, Scott","",0,1,0,"D",NA,1,1
"HOUSE/CA52 PETERS RIGHT THING","hou2014","DeMaio, Carl","Peters, Scott","",0,1,0,"D",NA,1,1
"HOUSE/CA52 PETERS SMEAR CAMPAIGN","hou2014","DeMaio, Carl","Peters, Scott","",0,1,0,"D",NA,1,1
"HOUSE/CO03 TIPTON RECKLESS SPENDING","hou2014","Tipton, Scott","Tapia, Abel","Casida, Tisha",1,0,0,"R",NA,1,1
"HOUSE/CO05 HALTER 32 YEARS IN THE AIRFORCE","hou2014","Lamborn, Doug","Halter, Irving Leslie","",1,0,0,"R",NA,0,0
