"creative","uid"
"HOUSE/IA03 LATHAM BOSWELL YOU MAKE YOUR CHOICE","QC1u0ZZ9SUA"
"HOUSE/IA03 LATHAM BOSWELLS ALLIES","n89tbXzm3xA"
"HOUSE/IA03 LATHAM IN THE LAST FOUR YEARS","KgiQ92mvim8"
"HOUSE/IA03 LATHAM IOWA COMMON SENSE","9FgGwwUAHn8"
"HOUSE/IA03 LATHAM REAL WORLD CONSEQUENCES","cP9oQ-8lAxE"
"HOUSE/IA03 LATHAM SUSAN JAENKE KILLED IN IRAQ","Z1GZQd3mdsA"
"HOUSE/IA04 KING&NRCC LIKE HIM","GQlDxT5IBIQ"
"HOUSE/IA04 KING LAND 60","JWCXEgv5miE"
"HOUSE/IA04 KING MARILYN","97b5iet9LAE"
"HOUSE/IA04 KING ON THE BRINK","2r2HVEU2yck"
"HOUSE/IA04 KING THAT'S WHAT LIBERALS DO","VBNv3dQ7JDc"
"HOUSE/IA04 KING TRUTH","fXeYdWsDhDI"
"HOUSE/IA04 KING WELL IT'S ALMOST OVER","BLt0z1r_btM"
"HOUSE/IA04 VILSACK&DCCC BILL CLINTON ENDORSEMENT","xcZDyOEdYrc"
"HOUSE/IA04 VILSACK 7 LAYER SALAD","mgReeVaG1CQ"
"HOUSE/IA04 VILSACK KING VOTED WITH THEM","FxJXpseWyac"
"HOUSE/IA04 VILSACK PROTECT","DyFItYWMbgw"
"HOUSE/IA04 VILSACK SPEAK","XLNQ1EM4iRo"
"HOUSE/IA04 VILSACK SPENT WHOLE LIFE AS TEACHER","3qzc77LCMqs"
"HOUSE/ID02 LEFAVOUR SET POLITICS ASIDE","toufttkEpZo"
"HOUSE/ID02 LEFAVOUR WORKED TO STOP BILLS","Hr6l5wHB7sw"
"HOUSE/ID02 SIMPSON PARTISAN POLITICS","NoChannel"
"HOUSE/ID02 SIMPSON TIRELESS ADVOCATE REV","NoChannel"
"HOUSE/IL08 DUCKWORTH&DCCC WALSH DEABEAT DAD","NoMatch"
"HOUSE/IL08 DUCKWORTH EXTRA MILE","NoMatch"
"HOUSE/IL08 DUCKWORTH MY DAD WAS A PROUD MAN","O9L-19OQS04"
"HOUSE/IL08 DUCKWORTH THE HARD WAY","NoMatch"
"HOUSE/IL08 DUCKWORTH WALSH TOO EXTREME","NoMatch"
"HOUSE/IL08 WALSH JOE WALSH JR","NoChannel"
"HOUSE/IL08 WALSH THE REAL JOE 60","NoChannel"
"HOUSE/IL08 WALSH YOU'VE PROBABLY HEARD","NoChannel"
"HOUSE/IL10 DOLD MODERATE","NoMatch"
"HOUSE/IL10 DOLD SCHNEIDER ATTACKS LAUGHABLE","NoMatch"
"HOUSE/IL10 DOLD SCHNEIDER STICK US WITH THE BILL","NoMatch"
"HOUSE/IL10 SCHNEIDER&DCCC DOLD TEA PARTY","NoChannel"
"HOUSE/IL10 SCHNEIDER&DCCC PRESIDENT JOHNSON MEDICARE","NoChannel"
"HOUSE/IL10 SCHNEIDER&DCCC SOME THINGS DON'T MAKE SENSE","NoChannel"
"HOUSE/IL11 BIGGERT FOSTER LAID OFF WORKERS","NoMatch"
"HOUSE/IL11 FOSTER BIGGERT A WHOPPER","l_wHzEbaR64"
"HOUSE/IL11 FOSTER BIGGERT NOW FALSE ATTACKS","NoMatch"
"HOUSE/IL11 FOSTER BIGGERT THIRTY YEARS IN POLITICS","NoMatch"
"HOUSE/IL11 FOSTER IF YOU LOOK AT THE FACTS","uMf83oi9ok8"
"HOUSE/IL11 FOSTER STRONG MIDDLE CLASS","KRoCsW4dwv8"
"HOUSE/IL12 ENYART&DCCC PLUMMER CLAIM","NoMatch"
"HOUSE/IL12 ENYART&DCCC PLUMMER CUT TAXES FOR MILLIONAIRES","NoMatch"
"HOUSE/IL12 ENYART&DCCC TRACK","YRGl0Yn_uDk"
"HOUSE/IL12 ENYART LEVEL","H4BFXlWyhSM"
"HOUSE/IL12 ENYART PLUMMER A MYTH","NoMatch"
"HOUSE/IL12 ENYART STARTED OUT AT CATERPILLAR","MILVA-CD-xg"
"HOUSE/IL12 PLUMMER&NRCC BUT I DO","NoMatch"
"HOUSE/IL12 PLUMMER AT A CROSSROADS","VuVy6PA6xdY"
"HOUSE/IL12 PLUMMER CHOICES","nvURbRS5bJk"
"HOUSE/IL12 PLUMMER ECONOMY HURTING","NoMatch"
"HOUSE/IL12 PLUMMER UNEMPLOYMENT CLIMBING","NoMatch"
"HOUSE/IL13 DAVIS&NRCC GILL ISN'T TELLING TRUTH","NoMatch"
"HOUSE/IL13 DAVIS CANCER","8ICV8oKgkEY"
"HOUSE/IL13 DAVIS EVERY CHILD IN AMERICA","NoMatch"
"HOUSE/IL13 DAVIS FOR THEM","kKQnNoJSbdw"
"HOUSE/IL13 DAVIS GILL ON SPENDING","NoMatch"
"HOUSE/IL13 DAVIS GILL WASTING TAX DOLLARS","NoMatch"
"HOUSE/IL13 DAVIS GILL WE KNOW","NoMatch"
"HOUSE/IL13 DAVIS JOBS","Xikzcy9vxCA"
"HOUSE/IL13 GILL&DCCC LEGALIZED BRIBERY","CSor1Zkn024"
"HOUSE/IL13 GILL ALL THE NASTY TV COMMERCIALS","FYKUoXymEM8"
"HOUSE/IL13 GILL DISHES","_6JwAA2Ak-Q"
"HOUSE/IL13 GILL POLLY","TH4tQAbMLGQ"
"HOUSE/IL13 GILL SPELL","j88Wy0oU7D0"
"HOUSE/IL13 GILL SUSAN","6R4ASYgfRAs"
"HOUSE/IL13 HARTMAN IF WE'RE REALLY GOING TO BE SERIOUS","NoChannel"
"HOUSE/IL15 MICHAEL WAR ON WOMEN","NoChannel"
"HOUSE/IL17 BUSTOS&DCCC COURT","ZWWjxSZVMpU"
"HOUSE/IL17 BUSTOS EVERY SINGLE PAYCHECK","y8whJSM32nY"
"HOUSE/IL17 BUSTOS MY FAMILY","NoMatch"
"HOUSE/IL17 BUSTOS SCHILLING HOW LOW","1otea1kjY64"
"HOUSE/IL17 BUSTOS TOO MANY PEOPLE WORK HARD","THwCgUMMvS4"
"HOUSE/IL17 SCHILLING BUSTOS RECKLESS RIDE","NoMatch"
"HOUSE/IL17 SCHILLING JOBS","NoMatch"
"HOUSE/IL17 SCHILLING JOBS 45","NoMatch"
"HOUSE/IL17 SCHILLING LEADS BY EXAMPLE","wj-qJ1h0huc"
"HOUSE/IL17 SCHILLING LEADS BY EXAMPLE REV","l-lml1P02YA"
"HOUSE/IL17 SCHILLING LET'S GET REAL","QmnZePvKRgQ"
"HOUSE/IL17 SCHILLING WE HAVE TO SAVE MEDICARE","hwQ-PPbirAo"
"HOUSE/IL18 SCHOCK FARMING","NoMatch"
"HOUSE/IL18 SCHOCK HELPS VETERANS","XXjdEewI_jg"
"HOUSE/IL18 SCHOCK WHY CONGRESS","Y2uMIwUnWGw"
"HOUSE/IN02 MULLEN&IDCVC UP AGAINST","7sGbzfnNj1w"
"HOUSE/IN02 MULLEN&IDCVC WALORSKI TURNED HER BACK","gSWQiHmE3xY"
"HOUSE/IN02 MULLEN FOR WHAT'S RIGHT","6Yg3y1jqSjw"
"HOUSE/IN02 MULLEN HIDDEN BEHIND THESE ADS","z12vTOUV-H0"
"HOUSE/IN02 MULLEN LUMBER YARD","eJFbvfb74Ec"
"HOUSE/IN02 MULLEN RUNNING","Nc-PZNhpOtM"
"HOUSE/IN02 MULLEN WASHINGTON BICKERING POLITICIANS","3NA1ZM1rH7A"
"HOUSE/IN02 RUIZ AMERICA'S HISTORY A JOURNEY","NoChannel"
"HOUSE/IN02 WALORSKI&NRCC AFTER FIVE YEARS","3hPPAWaN4rA"
"HOUSE/IN02 WALORSKI AMERICA'S DEBT","aoUvGW-IUH8"
"HOUSE/IN02 WALORSKI BREAST CANCER","o3bouxK8LlU"
"HOUSE/IN02 WALORSKI COMMITMENT","XstHTSt0d8A"
"HOUSE/IN02 WALORSKI DC INSIDER","q6nuiTElf04"
"HOUSE/IN02 WALORSKI FALSE ATTACKS","buRNAu7flVQ"
"HOUSE/IN02 WALORSKI HOOSIERS WEIGH IN","uPqSYa2QHLQ"
"HOUSE/IN02 WALORSKI MEDICAL DEVICES","DehY-fsyQDs"
"HOUSE/IN02 WALORSKI ON OUR SIDE","Bte-2itzfyk"
"HOUSE/IN02 WALORSKI ONE OF US","-mXLGUvh-u4"
"HOUSE/IN02 WALORSKI THE DIFFERENCE","45raGSWyez8"
"HOUSE/IN03 STUTZMAN THE OTHER DAY","NoChannel"
"HOUSE/IN03 STUTZMAN YOU JUST FIXED IT","NoChannel"
"HOUSE/IN05 BROOKS SHE GETS TO WORK","NoChannel"
"HOUSE/IN07 CARSON TRYING HARDER THAN EVER","NoChannel"
"HOUSE/IN08 BUCSHON COORKS MY GUY REV","NoMatch"
"HOUSE/IN08 BUCSHON CROOKS MY GUY","NoMatch"
"HOUSE/IN08 BUCSHON DEFIBRILLATOR","3X8moK3Q1HE"
"HOUSE/IN08 BUCSHON OATH","aSyJhccZnPw"
"HOUSE/IN08 BUCSHON SACRED","FQQ_AU146VA"
"HOUSE/IN08 CROOKS&DCCC ROMNEY AND OBAMA","OBBsIUiI3HM"
"HOUSE/IN08 CROOKS CHINA","m3YyKME0HlI"
"HOUSE/IN08 CROOKS DIFFERENCE ON JOBS","KGJYn5GBR-o"
"HOUSE/IN08 CROOKS HOOSIER STORY","2hCgdJnyKZ8"
"HOUSE/IN08 CROOKS HOW MANY YEARS","-uHww3NyRDA"
"HOUSE/IN08 CROOKS PAKISTAN DISGUSTING","KPKuBn9Abqo"
"HOUSE/IN09 YODER FOR GENERATIONS","tBR7m4syIMI"
"HOUSE/IN09 YODER YOUNG COMPROMISE DIRTY WORD","d2sVO21bNVU"
"HOUSE/IN09 YOUNG CALL IT OBAMACARE","kE9kaOhaJJ0"
"HOUSE/IN09 YOUNG DAVID DECKARD","NoMatch"
"HOUSE/IN09 YOUNG THIS PLANT HELPED","96GizktJJGc"
"HOUSE/IN09 YOUNG YOU DON'T JUST HAVE A CONGRESSMAN","Each3d8gbVY"
"HOUSE/KS02 JENKINS AMERICAN FACES BIG CHALLENGES","NoChannel"
"HOUSE/KY02 BEACHAM OBAMA DECEIVED US","NoChannel"
"HOUSE/KY02 BEACHAM VOTE FOR A MURDERER","NoChannel"
"HOUSE/KY02 BEACHAM WAR ON WOMEN","NoChannel"
"HOUSE/KY03 YARMUTH A SHINING EXCEPTION","NoChannel"
"HOUSE/KY04 LEWIS INNOCENT BLOOD","NoChannel"
"HOUSE/KY04 LEWIS MUSLIM NIGHTMARE","NoChannel"
"HOUSE/KY06 BARR&NRCC ECONOMY STRUGGLING","bB0QrShwGKM"
"HOUSE/KY06 BARR BETTER FUTURE","jmiihCCTPuE"
"HOUSE/KY06 BARR CAROL BARR BIRTH","NoMatch"
"HOUSE/KY06 BARR CHANDLER DESPERATE LIE","NoMatch"
"HOUSE/KY06 BARR CHANDLER LIES TO KEEP HIS JOB","sJjJkjLryZw"
"HOUSE/KY06 BARR CHANDLER SURE CAN PICK 'EM","NoMatch"
"HOUSE/KY06 BARR COAL MINERS SPEAK OUT","qi53_ma6Hd0"
"HOUSE/KY06 BARR DEVASTATING","LjYk6R4SHt0"
"HOUSE/KY06 BARR HALLOWEEN","PsZrDy6hWeA"
"HOUSE/KY06 BARR I'VE SAID FOR WEEKS NOW 60","_9N5UjN3n34"
"HOUSE/KY06 BARR MADE A MISTAKE IT WAS DUMB","s3eKepOKCFs"
"HOUSE/KY06 BARR SAVES IT","esCXucIlU-8"
"HOUSE/KY06 BARR SMALL BUSINESSES","2KMbRsHt5Vg"
"HOUSE/KY06 BARR THE TRUTH","NoMatch"
"HOUSE/KY06 CHANDLER&DCCC BARR NO SHAME","DhvmrKOd1nA"
"HOUSE/KY06 CHANDLER BARR GOT CAUGHT","NoMatch"
"HOUSE/KY06 CHANDLER BARR WHAT'S REALLY DUMB","TMstSkLZZcY"
"HOUSE/KY06 CHANDLER BELIEF","RaA3R1Zr4fM"
"HOUSE/KY06 CHANDLER BICKERING KIDS","Hu2Xyv-hfBY"
"HOUSE/KY06 CHANDLER BIG LIE","Nbv2lfWrnWc"
"HOUSE/KY06 CHANDLER BOB ORBACH","9zEWzAF0B98"
"HOUSE/KY06 CHANDLER GINGER SANDERS","bMWAh-enazU"
"HOUSE/KY06 CHANDLER HAPPY CHANDLER ALWAYS LOOKED OUT","lztvxPhCUfM"
"HOUSE/KY06 CHANDLER JOBS AT RISK","mYsGOCxR8wk"
"HOUSE/KY06 CHANDLER PROBLEM","inAhj737QMk"
"HOUSE/KY06 CHANDLER STEPPED IN","4VcZlNaIqaU"
"HOUSE/KY06 CHANDLER TODD GARDNER","NoMatch"
"HOUSE/LA03 BOUSTANY FIRST OFFSHORE RIG","NoMatch"
"HOUSE/LA03 BOUSTANY JOB KILLING REGULATION","NoMatch"
"HOUSE/LA03 BOUSTANY STRENGTH OF ECONOMY","NoMatch"
"HOUSE/LA03 BOUSTANY WASHINGTON IS A MESS","NoMatch"
"HOUSE/LA03 LANDRY OBAMA OUT OF CONTROL","NoChannel"
"HOUSE/LA03 LANDRY OUT OF CONTROL SPENDING 15","NoChannel"
"HOUSE/LA03 LANDRY SEEN THESE","NoChannel"
"HOUSE/MA04 BIELAT TITLES","pUodYutrF54"
"HOUSE/MA04 KENNEDY THE CHOICE IS YOURS","En6lknowPCM"
"HOUSE/MA04 KENNEDY WE'VE GOT A MESSAGE","nr33ak6OIxs"
"HOUSE/MA06 TIERNEY&DCCC AGENDA","TUu4r2jHmns"
"HOUSE/MA06 TIERNEY&DCCC TISEI IT IS WAS IT IS","uDeohqhp4GI"
"HOUSE/MA06 TIERNEY MY WIFES FAMILY","NoMatch"
"HOUSE/MA06 TIERNEY TISEI DISTRACT","_iH_d8T1pN4"
"HOUSE/MA06 TISEI DEMOCRATS FOR TISEI","FcytJK4lEpo"
"HOUSE/MA06 TISEI THIS DISTRICT","3iW7In13GRg"
"HOUSE/MA06 TISEI TIERNEY BIGGEST LIAR IN THE WORLD","NoMatch"
"HOUSE/MA06 TISEI WE ALREADY LEARNED","StxVlA6pf0g"
"HOUSE/MA06 TISEI WE WON'T VOTE FOR TIERNEY","3g0ui1i5UDA"
"HOUSE/MD01 HARRIS PARENTS ESCAPED COMMUNISM","NoChannel"
"HOUSE/MD02 JACOBS BILLS PILE UP","Wy93NOBOqHw"
"HOUSE/MD02 RUPPERSBERGER HOUR DRIVE FROM HERE TO DC","NoMatch"
"HOUSE/MD06 DELANEY BARTLETT IDEOLOGUE","NoMatch"
"HOUSE/MD06 DELANEY LET'S MOVE ON","NoMatch"
"HOUSE/ME01 COURTNEY PINGREE WENT TO DC","NoChannel"
"HOUSE/ME01 PINGREE MAKE IT IN MAINE","5PcJwzSTrPA"
"HOUSE/ME01 PINGREE PROTECTING OUR VETERANS","NoMatch"
"HOUSE/ME02 MICHAUD KNOWS TOUGH TIMES","94oJPlWQ3yU"
"HOUSE/ME02 MICHAUD REPUBLICAN LOUNGE","pORBLocI-Ow"
"HOUSE/ME02 MICHAUD SNEAKERS","abk23lVpdzA"
"HOUSE/ME02 MICHAUD VETERANS VA","UoOWTBXIufc"
"HOUSE/ME02 RAYE FIGHTING FOR MAINE JOBS","wnB4SVHPiQ4"
"HOUSE/ME02 RAYE MICHAUD SAYS HE'S ONE OF US","WlrQZwnuqJI"
"HOUSE/ME02 RAYE OLYMPIA SNOWE ENDORSEMENT","m97YO51n8co"
"HOUSE/ME02 RAYE PROBLEM SOLVER","efRDYlcYWKc"
"HOUSE/MI03 AMASH PESTKA DO NOTHING","NoChannel"
"HOUSE/MI03 PESTKA AMASH INEFFECTIVE","NoChannel"
"HOUSE/MI03 PESTKA AMASH THERE'S DEVASTATINGLY INEFFECTIVE","NoChannel"
"HOUSE/MI03 PESTKA COMMON GROUND","NoChannel"
"HOUSE/MI03 PESTKA I KNOW STEVE","NoChannel"
"HOUSE/MI03 PESTKA PLACES SHAPE A PERSON","NoChannel"
"HOUSE/MI04 CAMP AMERICAN MADE ENERGY","NoChannel"
"HOUSE/MI04 CAMP FAMILY FARMS","NoChannel"
"HOUSE/MI04 CAMP LAKES AND STREAMS","NoChannel"
"HOUSE/MI05 KILDEE DEVASTATING","NoChannel"
"HOUSE/MI05 SLEZAK KILDE FOR THIRTY-SIX YEARS","NoChannel"
"HOUSE/MI05 SLEZAK KILDE FOR THIRTY-SIX YEARS REV","NoChannel"
"HOUSE/MI06 O'BRIEN AS A MARINE","NoChannel"
"HOUSE/MI06 O'BRIEN MARINE CORPS GREAT CLASSROOM","NoChannel"
"HOUSE/MI06 UPTON DIVERSE DISTRICT","NoChannel"
"HOUSE/MI06 UPTON FIRST PRIORITY","NoChannel"
"HOUSE/MI06 UPTON IS VERY GENUINE","NoChannel"
"HOUSE/MI06 UPTON RIGHT ENVIRONMENT","NoChannel"
"HOUSE/MI06 UPTON SARAH KENNEDY 60","NoChannel"
"HOUSE/MI07 WALBERG AMERICAN DREAM","NoChannel"
"HOUSE/MI07 WALBERG ENCOURAGE EXPAND GROW","NoChannel"
"HOUSE/MI08 ROGERS CHILD HURTING HELP","NoChannel"
"HOUSE/MI08 ROGERS LOOK REAL CLOSE","NoChannel"
"HOUSE/MI09 VOLARIC FRESH IDEAS","NoChannel"
"HOUSE/MI11 BENTIVOLIO&MRP VALUES","NoChannel"
"HOUSE/MI11 TAJ BENTIVOLIO IS EXTREME","NoChannel"
"HOUSE/MI11 TAJ BENTIVOLIO WHAT WE KNOW","NoChannel"
"HOUSE/MI11 TAJ HELPING OTHERS","NoChannel"
"HOUSE/MI11 TAJ PROTECT THE AMERICAN DREAM","NoChannel"
"HOUSE/MN01 WALZ AMERICAN MADE","NoChannel"
"HOUSE/MN01 WALZ COACHING HIGH SCHOOL FOOTBALL","NoChannel"
"HOUSE/MN02 KLINE METRODOME DEBT","NoChannel"
"HOUSE/MN02 OBERMUELLER ALWAYS RUNNING THE NUMBERS","NoChannel"
"HOUSE/MN02 OBERMUELLER PIZZA FOR DELIVERY","NoChannel"
"HOUSE/MN03 BARNES STONE AGE","NoChannel"
"HOUSE/MN03 PAULSEN A NUMBERS GUY","NoChannel"
"HOUSE/MN03 PAULSEN MATH GUY PART II","NoChannel"
"HOUSE/MN03 PAULSEN MEDICAL TECHNOLOGY","NoChannel"
"HOUSE/MN05 FIELDS ELLISON'S WORDS","NoChannel"
"HOUSE/MN06 BACHMANN GRAVES BIG SPENDERS","NoChannel"
"HOUSE/MN06 BACHMANN GRAVES GOT CAUGHT LYING","NoChannel"
"HOUSE/MN06 BACHMANN GRAVES NO ROOM FOR US","NoChannel"
"HOUSE/MN06 BACHMANN GRAVES PROGRAMMED","NoChannel"
"HOUSE/MN06 BACHMANN INDEPENDENT VOICE","NoChannel"
"HOUSE/MN06 BACHMANN MICHELE IS HERE","NoChannel"
"HOUSE/MN06 BACHMANN SO DID GRAVES","NoChannel"
"HOUSE/MN06 BACHMANN WE ALL OWE IT","NoChannel"
"HOUSE/MN06 GRAVES BACHMANN CELEBRITY","NoChannel"
"HOUSE/MN06 GRAVES FOCUS ON THE BOTTOM LINE","NoChannel"
"HOUSE/MN06 GRAVES LIFETIME","NoChannel"
"HOUSE/MN07 PETERSON FOLKS IN WASHINGTON","NoChannel"
"HOUSE/MN07 PETERSON QUIETLY GETS THINGS DONE","NoChannel"
"HOUSE/MN07 PETERSON SCOTT FLETCHER","NoChannel"
"HOUSE/MN08 CRAVAACK FACE OF MY HERO","NoChannel"
"HOUSE/MN08 CRAVAACK NOLAN ANY REGRETS","NoChannel"
"HOUSE/MN08 NOLAN&DCCC CRAVAACK DESPERATE","NoChannel"
"HOUSE/MN08 NOLAN EARLIER","NoChannel"
"HOUSE/MN08 NOLAN LOOK ACROSS MINNESOTA","Hs1oebkliFk"
"HOUSE/MN08 NOLAN MIDDLE CLASS HIT THE HARDEST","NoChannel"
"HOUSE/MO01 GILLAN JOBS","NoChannel"
"HOUSE/MO02 KOENEN I HAVE THIRTY SECONDS","NoChannel"
"HOUSE/MO02 KOENEN STUCK IN POVERTY","NoChannel"
"HOUSE/MO02 KOENEN WE'RE ALL GETTING OLDER","NoChannel"
"HOUSE/MO02 WAGNER ONE OF THE SADDEST THINGS TODAY","NoChannel"
"HOUSE/MO04 HARTZLER BACK ON TRACK","NoChannel"
"HOUSE/MO04 HARTZLER FIX A BROKEN WASHINGTON","NoChannel"
"HOUSE/MO04 HARTZLER PROMISES","NoChannel"
"HOUSE/MS01 NUNNELEE TOP PRIORITY","NoChannel"
"HOUSE/MS02 MARCY UNEMPLOYED IN THE DELTA","NoChannel"
"HOUSE/MT01 DAINES CINDY ENGAGED","NoChannel"
"HOUSE/MT01 DAINES GILLAN AND IT SHOWS","NoChannel"
"HOUSE/MT01 DAINES GRANDMA LIFE LESSONS","NoChannel"
"HOUSE/MT01 DAINES GRANDMA WITH A DREAM","NoChannel"
"HOUSE/MT01 DAINES IT BEGAN IN BILLINGS","NoChannel"
"HOUSE/MT01 DAINES OPPOSES NEW TAXES","NoChannel"
"HOUSE/MT01 DAINES REAL DIFFERENCES","NoChannel"
"HOUSE/MT01 DAINES REAL DIFFERENCES REV","NoChannel"
"HOUSE/MT01 DAINES SCARY STORIES AROUND THE CAMPFIRE","NoChannel"
"HOUSE/MT01 GILLAN&DCCC INDEPENDENT LEADER","iYCrAe11rj0"
"HOUSE/MT01 GILLAN HASN'T ELECT A WOMAN","FnV85atr0-M"
"HOUSE/MT01 GILLAN JOBS","_mFJh4ynQ9o"
"HOUSE/MT01 GILLAN SHE IS","814Ycunf3jE"
"HOUSE/NC02 ELLMERS VERY CONCERNED","ejESYF_Bybw"
"HOUSE/NC07 MCINTYRE&DCCC KRULAK ENDORSEMENT","FRWycQb0w2U"
"HOUSE/NC07 MCINTYRE CARROLL ENDORSEMENT","_LwUMYJBqOY"
"HOUSE/NC07 MCINTYRE CONVERSE","hgypQze_VXU"
"HOUSE/NC07 MCINTYRE DAWN 60","VJ_rsJZW4Y0"
"HOUSE/NC07 MCINTYRE GREAT PRIVILEGE","b8W4D8MPug4"
"HOUSE/NC07 MCINTYRE ROUZER DISMANTLE MEDICARE","2eCq-_dFJII"
"HOUSE/NC07 ROUZER TRUTH ABOUT DAVID","EOApyDXrfKc"
"HOUSE/NC08 HUDSON&NRCC HOOVER","fgMuGhKhp3A"
"HOUSE/NC08 HUDSON DO YOU AGREE","JY2-3OSjWvM"
"HOUSE/NC08 HUDSON THE VALUE OF A DOLLAR","qbigeBpX6lg"
"HOUSE/NC08 KISSEL WHAT'S RIGHT","NoChannel"
"HOUSE/NC08 KISSELL ACTUALLY LISTENS TO YOU","eN9Jyy1M38s"
"HOUSE/NC08 KISSELL BUY AMERICAN","bKGlJtGvcig"
"HOUSE/NC08 KISSELL LINDA KEASLER","tsRPA4hYKYM"
"HOUSE/NC09 PITTENGER DECIDED MODERATE","NoMatch"
"HOUSE/NC09 PITTENGER THIS COUNTRY","2-tGaaoCZM4"
"HOUSE/NC09 ROBERTS ALWAYS FIGHT FOR US","o5c_OP6YMA4"
"HOUSE/NC09 ROBERTS YOU PAID INTO MEDICARE","uSNLYtQWPT4"
"HOUSE/NC11 MEADOWS BRIGHTER FUTURE","NoMatch"
"HOUSE/NC11 MEADOWS CONSERVATIVE CHRISTIAN BUSINESSMAN","ueXlEMQjy_Q"
"HOUSE/NC11 MEADOWS RESPECTS THE DREAM","NoMatch"
"HOUSE/NC11 ROGERS MOUNTAIN VALUES","KG9Rx2MPDpo"
"HOUSE/NC11 ROGERS SOME THINGS","NJnoTaUt_KU"
"HOUSE/NC13 HOLDING ANGEL OF ANZIO","Sj3elansBlU"
"HOUSE/NC13 HOLDING STANDS WITH MITT ROMNEY","NoMatch"
"HOUSE/ND01 CRAMER FAMILY","4PnriaHwrLI"
"HOUSE/ND01 CRAMER FARMING","aijM02c5C34"
"HOUSE/ND01 CRAMER GET THE NATIONAL DEBT UNDER CONTROL","R0y_xhi5veU"
"HOUSE/ND01 CRAMER GOVERNOR SCHAFER","OzS8qf9rOy0"
"HOUSE/ND01 CRAMER KNOW HOW IMPORTANT","KX6XFh82DOw"
"HOUSE/ND01 CRAMER MY POSITION ON ENERGY","dS96EbMSIqQ"
"HOUSE/ND01 CRAMER THE ECONOMY","2JDwDtrLG7Y"
"HOUSE/ND01 GULLESON&NDDP BYRON DORGAN ENDORSEMENT","GaqCaVF6KLE"
"HOUSE/ND01 GULLESON&NDDP CRAMER HAULED INTO COURT","_kfA2K5WPNo"
"HOUSE/ND01 GULLESON INDEPENDENCE","z77mEpHIjbE"
"HOUSE/ND01 GULLESON VALUES","QKai-UC9Hqo"
"HOUSE/NE02 EWING MY PARENTS","NoChannel"
"HOUSE/NE02 EWING OMAHA WORLD-HERALD ENDORSEMENT","NoChannel"
"HOUSE/NE02 TERRY BORROW AND SPEND","NoChannel"
"HOUSE/NE02 TERRY DEBT CLOCK","NoChannel"
"HOUSE/NE02 TERRY EWING OVER SPENDING","NoChannel"
"HOUSE/NE02 TERRY HILL-TERRY LAW","NoChannel"
"HOUSE/NE02 TERRY LET'S LOOK","NoChannel"
"HOUSE/NE02 TERRY PROTECT MEDICARE","NoChannel"
"HOUSE/NE02 TERRY SPENDING","NoChannel"
"HOUSE/NH01 GUINTA SAME OLD CAROL","NoMatch"
"HOUSE/NH01 GUINTA SHEA-PORTER BETRAYED OUR TRUST","NoMatch"
"HOUSE/NH01 SHEA-PORTER DEBT","iRQA8mTtQq0"
"HOUSE/NH01 SHEA-PORTER GUINTA CORRUPT","bF3IJIEhg8w"
"HOUSE/NH01 SHEA-PORTER GUINTA WOULD GUT","2GXgbHvU4yU"
"HOUSE/NH02 BASS&NRCC RUN ANNIE RUN","XwLciI3moMk"
"HOUSE/NH02 BASS AMERICA FACES REAL CHALLENGES","cfbLS-rNAHI"
"HOUSE/NH02 BASS ANNIE DANCING","Cxe7xYO2IlI"
"HOUSE/NH02 BASS KUSTER GOT THE GRABS","Rjoz0GzuvWI"
"HOUSE/NH02 BASS KUSTER HAS THE NERVE","9vBTdglZnso"
"HOUSE/NH02 BASS KUSTER STILL RUNNING","RNfPma94gpA"
"HOUSE/NH02 BASS KUSTER WANTS TO RAISE TAXES","NoMatch"
"HOUSE/NH02 BASS WOMEN'S ISSUES","TcrFjmUGZ6k"
"HOUSE/NH02 KUSTER BASS DOESN'T GET IT","fIVGlcpsVxM"
"HOUSE/NH02 KUSTER BASS SAME OLD POLITICS","uUALUWyTQRM"
"HOUSE/NH02 KUSTER REALLY STRUGGLING","TWVjLjUa_TY"
"HOUSE/NJ03 ADLER BASIC PREVENTIVE HEALTHCARE","hcjQl8QyRf8"
"HOUSE/NJ03 RUNYAN ADLER TEN MILLION IN NEW SPENDING 15","NoMatch"
"HOUSE/NJ03 RUNYAN GROUPS AGREE ON ONE THING","plJ0qqSPAH4"
"HOUSE/NM01 ARNOLD-JONES LUJAN-GRISHAM WILL SAY ANYTHING","NoMatch"
"HOUSE/NM01 ARNOLD-JONES PUBLIC SERVICE","NoMatch"
"HOUSE/NM01 ARNOLD-JONES SACRED PROMISE","GtaZ_pqn4Jc"
"HOUSE/NM01 ARNOLD-JONES THE AMERICA WE ALL BELIEVE IN","HF6i_-8k_co"
"HOUSE/NM01 LUJAN-GRISHAM THE VOTES ARE IN","dbzeXcdUEso"
"HOUSE/NM01 LUJAN-GRISHAM TRACE","fvH5JP5ACR0"
"HOUSE/NM01 LUJAN-GRISHAM WOMEN'S OWN DECISIONS","Pzepu1vdv78"
"HOUSE/NM02 PEARCE OUR VETERANS WHERE THERE FOR US","g2xpUyRYs30"
"HOUSE/NM02 PEARCE UNEMPLOYED TRAPPED STRUGGLING","aGe6CrFG6lo"
"HOUSE/NM03 BYRD BIO","9ziViXyF9yU"
